[Gene ID]	[source_id]	[Min %ile (Within Chosen Samples)]	[Max %ile (Within Chosen Samples)]	[Gene Name or Symbol]	[gene_source_id]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 5]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 10]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 15]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 20]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 25]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 30]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 35]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 40]	[scaled  - Hour 5]	[scaled  - Hour 10]	[scaled  - Hour 15]	[scaled  - Hour 20]	[scaled  - Hour 25]	[scaled  - Hour 30]	[scaled  - Hour 35]	[scaled  - Hour 40]	
PF3D7_1122000	PF3D7_1122000.1	6.7	6.7	N/A	PF3D7_1122000	0.35	0.69	0.68	1.02	6.65	11.16	8.22	4.56	0.02	0.04	0.04	0.18	4.28	9.96	8.22	2.11	
PF3D7_1122100	PF3D7_1122100.1	18.1	18.1	GPI16	PF3D7_1122100	2.04	1.81	0.95	0.95	2.46	11.52	20.01	18.84	0.13	0.09	0.06	0.17	1.59	10.28	20.01	8.73	
PF3D7_1122200	PF3D7_1122200.1	72.2	72.2	N/A	PF3D7_1122200	38.6	57.68	75.2	67.8	44.51	43.45	23.78	24.86	2.44	2.97	4.84	12.22	28.64	38.76	23.78	11.52	
PF3D7_1122300	PF3D7_1122300.1	69.2	69.2	N/A	PF3D7_1122300	32.19	36.77	34.18	23.43	9.15	4.49	11.63	27.41	2.04	1.89	2.2	4.22	5.89	4	11.63	12.7	
PF3D7_1122400	PF3D7_1122400.1	66.1	66.1	N/A	PF3D7_1122400	26.99	60.42	71.07	61.3	68.21	68.84	68.65	44.86	1.71	3.11	4.57	11.05	43.89	61.42	68.65	20.79	
PF3D7_1122500	PF3D7_1122500.1	15.1	15.1	N/A	PF3D7_1122500	1.61	0.6	0.52	0.72	4	7.56	14.33	15.69	0.1	0.03	0.03	0.13	2.58	6.75	14.33	7.27	
PF3D7_1122600	PF3D7_1122600.1	21.1	21.1	N/A	PF3D7_1122600	2.48	1.49	0.59	0.73	0.77	1.37	2.98	6.37	0.16	0.08	0.04	0.13	0.49	1.22	2.98	2.95	
PF3D7_1122700	PF3D7_1122700.1	48.7	48.7	N/A	PF3D7_1122700	11.06	3.3	1.54	0.51	2.16	9.69	51.35	111.09	0.7	0.17	0.1	0.09	1.39	8.65	51.35	51.49	
PF3D7_1122800	PF3D7_1122800.1	71.1	71.1	CDPK6	PF3D7_1122800	36.63	16.9	18.67	12.9	11.58	17.07	12.86	8.28	2.32	0.87	1.2	2.33	7.45	15.23	12.86	3.84	
PF3D7_1122900	PF3D7_1122900.1	8.3	8.3	N/A	PF3D7_1122900	0.59	0.54	0.53	0.58	2.24	5.46	3.63	1.07	0.04	0.03	0.03	0.1	1.44	4.87	3.63	0.5	
PF3D7_1123000	PF3D7_1123000.1	89.5	89.5	N/A	PF3D7_1123000	157.01	162.27	164.45	136.42	107.19	85.23	95.35	97.91	9.94	8.35	10.58	24.58	68.98	76.04	95.35	45.38	
PF3D7_1123100	PF3D7_1123100.1	89.7	89.7	CDPK7	PF3D7_1123100	161.27	190.11	190.35	158.34	125.11	94.38	104.63	113.36	10.21	9.79	12.25	28.53	80.51	84.2	104.63	52.54	
PF3D7_1123200	PF3D7_1123200.1	67.9	67.9	LRR11	PF3D7_1123200	29.72	7.93	3.25	1.6	1.56	4.98	16.69	37.91	1.88	0.41	0.21	0.29	1	4.45	16.69	17.57	
PF3D7_1123300	PF3D7_1123300.1	67.4	67.4	N/A	PF3D7_1123300	28.85	30.57	40.89	43.64	48.67	46.98	60.17	75.62	1.83	1.57	2.63	7.86	31.32	41.91	60.17	35.05	
PF3D7_1123400	PF3D7_1123400.1	83.8	83.8	N/A	PF3D7_1123400	88.89	225.37	290.22	380.24	457.04	567.17	415.67	243.48	5.63	11.6	18.68	68.52	294.13	505.99	415.67	112.85	
PF3D7_1123500	PF3D7_1123500.1	77.5	77.5	N/A	PF3D7_1123500	53.02	71.45	100.35	100.38	60.22	51.29	58.4	44.57	3.36	3.68	6.46	18.09	38.76	45.76	58.4	20.66	
PF3D7_1123600	PF3D7_1123600.1	53.9	53.9	N/A	PF3D7_1123600	14.2	20.4	22.31	30.97	46.09	66.96	49.16	27.61	0.9	1.05	1.44	5.58	29.66	59.74	49.16	12.8	
PF3D7_1123700	PF3D7_1123700.1	37.6	37.6	N/A	PF3D7_1123700	6.3	3.78	3.9	3.67	32.35	114.36	113.52	75.25	0.4	0.19	0.25	0.66	20.82	102.02	113.52	34.88	
PF3D7_1123800	PF3D7_1123800.1	59.2	59.2	SMC5	PF3D7_1123800	18.55	5.73	3.2	6.17	29.05	43.3	80.64	79.74	1.17	0.3	0.21	1.11	18.7	38.63	80.64	36.96	
PF3D7_1123900	PF3D7_1123900.1	91.4	91.4	N/A	PF3D7_1123900	198.22	372.33	455.32	433.9	466.83	363.29	190.52	122.63	12.55	19.17	29.3	78.19	300.43	324.1	190.52	56.84	
PF3D7_1124000	PF3D7_1124000.1	60.2	60.2	ERO1	PF3D7_1124000	19.46	32.24	29.78	27.72	19.9	26.22	49.01	89.74	1.23	1.66	1.92	5	12.8	23.39	49.01	41.59	
PF3D7_1124100	PF3D7_1124100.1	63.3	63.3	N/A	PF3D7_1124100	23.08	50.54	62.55	62.7	52.02	60.59	79.49	83.76	1.46	2.6	4.03	11.3	33.48	54.06	79.49	38.82	
PF3D7_1124200	PF3D7_1124200.1	61.1	61.1	N/A	PF3D7_1124200	20.3	6.01	3.74	9.48	27.2	28.59	33.5	55.45	1.28	0.31	0.24	1.71	17.5	25.5	33.5	25.7	
PF3D7_1124300	PF3D7_1124300.1	75.7	75.7	N/A	PF3D7_1124300	47.14	97.41	111.57	113.86	153.29	147.63	131.81	121.51	2.98	5.01	7.18	20.52	98.65	131.7	131.81	56.32	
PF3D7_1124400	PF3D7_1124400.1	69.6	69.6	LSM1	PF3D7_1124400	32.82	64.57	98.19	93.23	106.28	85.42	59.56	48.64	2.08	3.32	6.32	16.8	68.39	76.2	59.56	22.55	
PF3D7_1124500	PF3D7_1124500.1	22.2	22.2	pdhA	PF3D7_1124500	2.68	8.83	10.21	8.09	6.75	12.76	13.14	10.02	0.17	0.45	0.66	1.46	4.34	11.38	13.14	4.65	
PF3D7_1124600	PF3D7_1124600.1	94.5	94.5	EK	PF3D7_1124600	343.53	86.82	14.98	23.62	86.1	128.34	146.29	239.18	21.74	4.47	0.96	4.26	55.41	114.5	146.29	110.86	
PF3D7_1124700	PF3D7_1124700.1	63.9	63.9	MGE1	PF3D7_1124700	23.85	41.09	94.94	203.39	368.23	345.3	180.75	54.93	1.51	2.12	6.11	36.65	236.97	308.05	180.75	25.46	
PF3D7_1124800	PF3D7_1124800.1	94.6	94.6	RRS1	PF3D7_1124800	353.84	723.39	884.39	923.55	902.9	623.48	436.43	177.16	22.4	37.24	56.91	166.42	581.05	556.23	436.43	82.11	
PF3D7_1124900	PF3D7_1124900.1	94.2	94.2	RPL35	PF3D7_1124900	320.39	1153.44	1638.37	2239.1	2780.18	2291.95	1880.33	1382.49	20.28	59.38	105.44	403.47	1789.16	2044.72	1880.33	640.77	
PF3D7_1125000	PF3D7_1125000.1	42.8	42.8	N/A	PF3D7_1125000	8.17	5.78	4.5	6.05	6.54	25.97	58.1	92.83	0.52	0.3	0.29	1.09	4.21	23.17	58.1	43.02	
PF3D7_1125100	PF3D7_1125100.1	28.6	28.6	N/A	PF3D7_1125100	3.96	2.72	2.37	1.31	11.33	39.86	63.69	55.55	0.25	0.14	0.15	0.24	7.29	35.56	63.69	25.75	
PF3D7_1125200	PF3D7_1125200.1	38	38	N/A	PF3D7_1125200	6.4	23.26	60.81	104.96	142.24	109.78	69.77	37.72	0.4	1.2	3.91	18.91	91.54	97.94	69.77	17.48	
PF3D7_1125300	PF3D7_1125300.1	24.6	24.6	mtRNAP	PF3D7_1125300	3.1	4.33	13.35	38.43	60.34	59.84	37.09	14.98	0.2	0.22	0.86	6.93	38.83	53.38	37.09	6.94	
PF3D7_1125400	PF3D7_1125400.1	60.9	60.9	TIM44	PF3D7_1125400	20.12	76.18	126.27	188.8	247.06	198.91	87.25	28.38	1.27	3.92	8.13	34.02	158.99	177.45	87.25	13.15	
PF3D7_1125500	PF3D7_1125500.1	74.1	74.1	SNRPD1	PF3D7_1125500	43.06	114.52	180.15	195.98	177.3	161.27	114.27	92.92	2.73	5.9	11.59	35.31	114.1	143.88	114.27	43.07	
PF3D7_1125600	PF3D7_1125600.1	78.2	78.2	N/A	PF3D7_1125600	56.21	18.96	7.79	5.83	9.53	46.24	70.05	119.61	3.56	0.98	0.5	1.05	6.13	41.25	70.05	55.44	
PF3D7_1125700	PF3D7_1125700.1	96.7	96.7	N/A	PF3D7_1125700	560.57	106.57	12.12	3.16	3.71	11.81	11.8	46.58	35.48	5.49	0.78	0.57	2.39	10.53	11.8	21.59	
PF3D7_1125800	PF3D7_1125800.1	99.3	99.3	N/A	PF3D7_1125800	1969.05	654.86	65.3	14.96	6.79	13.64	11.1	63.34	124.64	33.71	4.2	2.7	4.37	12.17	11.1	29.36	
PF3D7_1125900	PF3D7_1125900.1	97.8	97.8	N/A	PF3D7_1125900	806.2	496.14	551.9	559.76	490.83	452.68	479.25	187.8	51.03	25.54	35.52	100.86	315.87	403.85	479.25	87.05	
PF3D7_1126000	PF3D7_1126000.1	71.4	71.4	ThrRS	PF3D7_1126000	37.08	105.41	166.88	177.23	202.79	176.63	136.49	86.31	2.35	5.43	10.74	31.93	130.51	157.58	136.49	40	
PF3D7_1126100	PF3D7_1126100.1	13.7	13.7	ATG7	PF3D7_1126100	1.42	0.73	0.82	2.03	4.78	10.22	14.69	12.93	0.09	0.04	0.05	0.37	3.07	9.11	14.69	5.99	
PF3D7_1126200	PF3D7_1126200.1	95	95	RPS18	PF3D7_1126200	377.76	1147.26	1646.96	1884.33	1876.59	1666.46	1466.56	1272.76	23.91	59.06	105.99	339.54	1207.66	1486.69	1466.56	589.91	
PF3D7_1126300	PF3D7_1126300.1	41.7	41.7	N/A	PF3D7_1126300	7.7	9.14	16.05	18.74	17.95	20.11	28.6	30.09	0.49	0.47	1.03	3.38	11.55	17.94	28.6	13.94	
PF3D7_1126400	PF3D7_1126400.1	41.1	41.1	N/A	PF3D7_1126400	7.47	22.12	32.01	40.15	42	54.52	44.34	35.6	0.47	1.14	2.06	7.23	27.03	48.64	44.34	16.5	
PF3D7_1126500	PF3D7_1126500.1	69.3	69.3	N/A	PF3D7_1126500	32.28	57.69	73.38	68.39	69.22	50.69	34.81	15.32	2.04	2.97	4.72	12.32	44.54	45.22	34.81	7.1	
PF3D7_1126600	PF3D7_1126600.1	64	64	N/A	PF3D7_1126600	23.97	8.89	10.3	22.21	43.03	37.95	20.16	7.74	1.52	0.46	0.66	4	27.69	33.86	20.16	3.59	
PF3D7_1126700	PF3D7_1126700.1	98.8	98.8	ATG23	PF3D7_1126700	1353	335.02	48.51	15.1	3.33	5.6	13.75	307.94	85.64	17.25	3.12	2.72	2.15	5	13.75	142.73	
PF3D7_1126800	PF3D7_1126800.1	39.3	39.3	N/A	PF3D7_1126800	6.87	8.28	17.81	23.85	14.66	10.69	8.77	5.4	0.43	0.43	1.15	4.3	9.43	9.54	8.77	2.51	
PF3D7_1126900	PF3D7_1126900.1	86.3	86.3	SNRPF	PF3D7_1126900	113.23	225.89	277.65	291.34	294.34	291.03	294.06	184.93	7.17	11.63	17.87	52.5	189.42	259.63	294.06	85.71	
PF3D7_1127000	PF3D7_1127000.1	71	71	N/A	PF3D7_1127000	36.21	34.64	42.28	33.87	39.76	49.05	48.13	23.69	2.29	1.78	2.72	6.1	25.59	43.76	48.13	10.98	
PF3D7_1127100	PF3D7_1127100.1	36.7	36.7	dUTPase	PF3D7_1127100	6.05	8.12	7.34	5.81	38.54	251.45	327.61	209.57	0.38	0.42	0.47	1.05	24.8	224.33	327.61	97.13	
PF3D7_1127200	PF3D7_1127200.1	7.6	7.6	N/A	PF3D7_1127200	0.49	0.87	1.42	2.36	1.6	2.56	1.35	0.45	0.03	0.04	0.09	0.43	1.03	2.28	1.35	0.21	
PF3D7_1127300	PF3D7_1127300.1	26.3	26.3	N/A	PF3D7_1127300	3.47	20.85	40.08	41.05	49.18	48.77	31.33	23.95	0.22	1.07	2.58	7.4	31.65	43.51	31.33	11.1	
PF3D7_1127400	PF3D7_1127400.1	29.8	29.8	N/A	PF3D7_1127400	4.25	3.57	10.43	12.84	18.8	28.47	29.36	25.63	0.27	0.18	0.67	2.31	12.1	25.4	29.36	11.88	
PF3D7_1127500	PF3D7_1127500.1	60.1	60.1	N/A	PF3D7_1127500	19.42	5.94	3.31	3.68	7.27	20.36	51.71	79.25	1.23	0.31	0.21	0.66	4.68	18.16	51.71	36.73	
PF3D7_1127600	PF3D7_1127600.1	93.1	93.1	N/A	PF3D7_1127600	254.42	52.54	11.42	25.83	73.34	93.26	98.42	133.08	16.1	2.7	0.74	4.66	47.2	83.2	98.42	61.68	
PF3D7_1127700	PF3D7_1127700.1	12.8	12.8	N/A	PF3D7_1127700	1.29	1.41	1.46	1.46	1.11	0.87	1.09	0.63	0.08	0.07	0.09	0.26	0.71	0.77	1.09	0.29	
PF3D7_1127800	PF3D7_1127800.1	65.4	65.4	N/A	PF3D7_1127800	25.82	53.46	70.14	82.21	99.75	79.6	83.34	55.79	1.63	2.75	4.51	14.81	64.2	71.01	83.34	25.86	
PF3D7_1127900	PF3D7_1127900.1	90.6	90.6	N/A	PF3D7_1127900	183.68	59.37	28.74	30.87	36.01	21.88	17.41	29.7	11.63	3.06	1.85	5.56	23.17	19.52	17.41	13.76	
PF3D7_1128000	PF3D7_1128000.1	72.6	72.6	N/A	PF3D7_1128000	39.62	47.43	52.3	43.5	37.91	32.71	38.99	35.48	2.51	2.44	3.37	7.84	24.39	29.18	38.99	16.44	
PF3D7_1128000	PF3D7_1128000.2	72.6	72.6	N/A	PF3D7_1128000	39.62	47.43	52.3	43.5	37.91	32.71	38.99	35.48	2.51	2.44	3.37	7.84	24.39	29.18	38.99	16.44	
PF3D7_1128100	PF3D7_1128100.1	71.5	71.5	N/A	PF3D7_1128100	37.24	97.03	146.57	230.97	380.89	475.52	493.73	325.2	2.36	5	9.43	41.62	245.12	424.22	493.73	150.73	
PF3D7_1128200	PF3D7_1128200.1	79.9	79.9	MBF1	PF3D7_1128200	64.46	172.84	226.49	275.73	289.03	271.42	343.94	252.23	4.08	8.9	14.58	49.68	186.01	242.14	343.94	116.91	
PF3D7_1128300	PF3D7_1128300.1	18.8	18.8	PFK11	PF3D7_1128300	2.14	3.52	3.1	11.34	28.19	23.44	14.18	5.14	0.14	0.18	0.2	2.04	18.14	20.92	14.18	2.38	
PF3D7_1128400	PF3D7_1128400.1	40.1	40.1	GGPPS	PF3D7_1128400	7.12	17.14	23.35	43.26	94.64	117.37	121.28	86.76	0.45	0.88	1.5	7.8	60.9	104.71	121.28	40.21	
PF3D7_1128500	PF3D7_1128500.1	43.2	43.2	N/A	PF3D7_1128500	8.36	22.78	29.73	28.08	29.78	25.59	22.42	14.67	0.53	1.17	1.91	5.06	19.17	22.83	22.42	6.8	
PF3D7_1128600	PF3D7_1128600.1	27.8	27.8	NOT2	PF3D7_1128600	3.76	4.35	4.03	2.45	2.61	6.18	6.6	5.48	0.24	0.22	0.26	0.44	1.68	5.51	6.6	2.54	
PF3D7_1128700	PF3D7_1128700.1	46.8	46.8	GPI8	PF3D7_1128700	10.04	4.32	2.19	1.91	3.85	13.15	33.76	71.79	0.64	0.22	0.14	0.35	2.48	11.73	33.76	33.27	
PF3D7_1128900	PF3D7_1128900.1	69.9	69.9	N/A	PF3D7_1128900	33.48	6.27	1.94	0.68	1.2	2.72	23.59	128.42	2.12	0.32	0.13	0.12	0.77	2.43	23.59	59.52	
PF3D7_1129000	PF3D7_1129000.1	68.4	68.4	SpdSyn	PF3D7_1129000	30.59	100.32	196.59	249.52	294.2	253.88	255.33	220.37	1.94	5.16	12.65	44.96	189.33	226.49	255.33	102.14	
PF3D7_1129100	PF3D7_1129100.1	98.4	98.4	PV1	PF3D7_1129100	1138.34	923.39	768.77	909.78	1404.93	888.9	645.41	467.09	72.06	47.54	49.47	163.94	904.13	793.02	645.41	216.49	
PF3D7_1129200	PF3D7_1129200.1	74.7	74.7	RPN7	PF3D7_1129200	44.4	60.1	96.12	116.74	143.29	201.75	292.61	300.37	2.81	3.09	6.19	21.04	92.22	179.99	292.61	139.22	
PF3D7_1129300	PF3D7_1129300.1	68.9	68.9	N/A	PF3D7_1129300	31.56	6.33	1.81	0.9	0.43	0.57	5.59	50.31	2	0.33	0.12	0.16	0.28	0.51	5.59	23.32	
PF3D7_1129400	PF3D7_1129400.1	76.2	76.2	NOP2	PF3D7_1129400	48.63	246.84	368.8	391.19	407.48	316.43	188.66	61.66	3.08	12.71	23.73	70.49	262.23	282.29	188.66	28.58	
PF3D7_1129500	PF3D7_1129500.1	28.2	28.2	N/A	PF3D7_1129500	3.83	5.2	5.67	12.95	30.43	46.85	59.47	32.63	0.24	0.27	0.36	2.33	19.59	41.8	59.47	15.12	
PF3D7_1129600	PF3D7_1129600.1	44.5	44.5	N/A	PF3D7_1129600	8.9	4.78	3.3	3.85	6.37	5.64	6.13	6.52	0.56	0.25	0.21	0.69	4.1	5.03	6.13	3.02	
PF3D7_1129700	PF3D7_1129700.1	32.9	32.9	N/A	PF3D7_1129700	4.88	3.32	5.61	9.91	9.91	20.29	57.31	75.74	0.31	0.17	0.36	1.79	6.38	18.1	57.31	35.11	
PF3D7_1129800	PF3D7_1129800.1	26.9	26.9	N/A	PF3D7_1129800	3.6	9.45	20.36	31.81	29.54	67.13	82.84	51.65	0.23	0.49	1.31	5.73	19.01	59.89	82.84	23.94	
PF3D7_1129850	PF3D7_1129850.1	28.8	28.8	N/A	PF3D7_1129850	4.01	6.18	18.32	14.12	21	44.63	56.96	39.15	0.25	0.32	1.18	2.54	13.51	39.82	56.96	18.15	
PF3D7_1129900	PF3D7_1129900.1	40.4	40.4	MFR5	PF3D7_1129900	7.24	18.77	36.16	57.33	53.65	37.28	33.36	37.3	0.46	0.97	2.33	10.33	34.53	33.26	33.36	17.29	
PF3D7_1130000	PF3D7_1130000.1	54	54	PAGM	PF3D7_1130000	14.26	23.6	21.57	22.12	41	81.21	81.09	36.79	0.9	1.21	1.39	3.99	26.38	72.45	81.09	17.05	
PF3D7_1130100	PF3D7_1130100.1	96.7	96.7	RPL38	PF3D7_1130100	559.7	1662.31	2637.42	3008.91	3213.48	2663.32	2591.37	1828.95	35.43	85.58	169.73	542.18	2068	2376.02	2591.37	847.7	
PF3D7_1130200	PF3D7_1130200.1	92.8	92.8	PfP0	PF3D7_1130200	244.85	1103.98	1464.31	1742.8	1945	1797.4	1285.7	1154.47	15.5	56.84	94.23	314.04	1251.69	1603.51	1285.7	535.09	
PF3D7_1130400	PF3D7_1130400.1	69.4	69.4	RPT5	PF3D7_1130400	32.58	52.38	80.49	97.27	123.55	154.57	198.32	300.2	2.06	2.7	5.18	17.53	79.51	137.9	198.32	139.14	
PF3D7_1130500	PF3D7_1130500.1	42.8	42.8	COG2	PF3D7_1130500	8.16	3.66	2.76	2.65	12.09	41.29	69.7	75.9	0.52	0.19	0.18	0.48	7.78	36.84	69.7	35.18	
PF3D7_1130600	PF3D7_1130600.1	33.5	33.5	N/A	PF3D7_1130600	5.04	28.66	43.15	39.56	33.62	22.76	17.76	11.09	0.32	1.48	2.78	7.13	21.63	20.31	17.76	5.14	
PF3D7_1130700	PF3D7_1130700.1	41.3	41.3	SMC1	PF3D7_1130700	7.53	6.62	5.34	9.99	45.01	89.94	131.85	87.55	0.48	0.34	0.34	1.8	28.97	80.24	131.85	40.58	
PF3D7_1130800	PF3D7_1130800.1	13.5	13.5	N/A	PF3D7_1130800	1.4	0.95	1.22	1.41	5.32	8.76	7.14	3.2	0.09	0.05	0.08	0.25	3.43	7.81	7.14	1.49	
PF3D7_1130900	PF3D7_1130900.1	15	15	N/A	PF3D7_1130900	1.61	1.2	0.99	4.46	21.97	25.42	17.1	6.32	0.1	0.06	0.06	0.8	14.14	22.68	17.1	2.93	
PF3D7_1131000	PF3D7_1131000.1	46.6	46.6	N/A	PF3D7_1131000	9.93	2.81	2.11	12.02	78.43	176.36	114.93	61.14	0.63	0.14	0.14	2.17	50.47	157.33	114.93	28.34	
PF3D7_1131100	PF3D7_1131100.1	50.5	50.5	SR1	PF3D7_1131100	12.2	4.58	8.42	32.83	17.4	12.96	39.09	75.18	0.77	0.24	0.54	5.92	11.2	11.56	39.09	34.84	
PF3D7_1131200	PF3D7_1131200.1	69.9	69.9	N/A	PF3D7_1131200	33.52	17.23	14.14	28.01	22.9	42.15	73.73	115.53	2.12	0.89	0.91	5.05	14.74	37.61	73.73	53.55	
PF3D7_1131300	PF3D7_1131300.1	20	20	N/A	PF3D7_1131300	2.34	1.22	0.81	1.38	4	12.85	16.03	11.56	0.15	0.06	0.05	0.25	2.57	11.47	16.03	5.36	
PF3D7_1131400	PF3D7_1131400.1	14.9	14.9	N/A	PF3D7_1131400	1.6	1.47	1.98	3.32	12.73	23.45	17.22	7.37	0.1	0.08	0.13	0.6	8.19	20.92	17.22	3.42	
PF3D7_1131500	PF3D7_1131500.1	8.8	8.8	N/A	PF3D7_1131500	0.66	1.29	1.53	0.89	0.64	1.24	1	1.58	0.04	0.07	0.1	0.16	0.41	1.1	1	0.73	
PF3D7_1131600	PF3D7_1131600.1	8.2	8.2	N/A	PF3D7_1131600	0.58	0.65	0.57	0.44	0.74	2.8	4.23	1.57	0.04	0.03	0.04	0.08	0.48	2.5	4.23	0.73	
PF3D7_1131700	PF3D7_1131700.1	29.6	29.6	N/A	PF3D7_1131700	4.22	2.19	1.67	2.38	2.01	1.03	0.68	1.37	0.27	0.11	0.11	0.43	1.3	0.92	0.68	0.64	
PF3D7_1131800	PF3D7_1131800.1	84.2	84.2	N/A	PF3D7_1131800	91.2	21.65	9.84	39.96	92.97	68.88	47.81	41.19	5.77	1.11	0.63	7.2	59.83	61.45	47.81	19.09	
PF3D7_1131900	PF3D7_1131900.1	17.6	17.6	N/A	PF3D7_1131900	1.97	1.04	1.01	0.71	2.02	4.04	4.37	2.66	0.12	0.05	0.07	0.13	1.3	3.61	4.37	1.23	
PF3D7_1132000	PF3D7_1132000.1	79.6	79.6	N/A	PF3D7_1132000	62.47	37.95	40.29	37.65	49.72	54.95	71.12	78.94	3.95	1.95	2.59	6.78	32	49.02	71.12	36.59	
PF3D7_1132100	PF3D7_1132100.1	8.1	8.1	N/A	PF3D7_1132100	0.57	0.27	0.52	0.35	0.46	0.59	0.56	0.47	0.04	0.01	0.03	0.06	0.3	0.53	0.56	0.22	
PF3D7_1132200	PF3D7_1132200.1	81.7	81.7	TCP1	PF3D7_1132200	73.79	237.04	325.08	406.83	514.92	468.4	302.65	141.28	4.67	12.2	20.92	73.31	331.37	417.87	302.65	65.48	
PF3D7_1132300	PF3D7_1132300.1	48.6	48.6	N/A	PF3D7_1132300	11.03	6.03	8.6	23.57	98.9	186.75	197.43	160.04	0.7	0.31	0.55	4.25	63.64	166.6	197.43	74.18	
PF3D7_1132400	PF3D7_1132400.1	44.2	44.2	N/A	PF3D7_1132400	8.78	9.08	29.6	56.81	66.65	79.76	88.78	78.34	0.56	0.47	1.9	10.24	42.89	71.15	88.78	36.31	
PF3D7_1132500	PF3D7_1132500.1	13.2	13.2	N/A	PF3D7_1132500	1.34	1.27	1.23	1.31	1.15	1.5	1.39	1.11	0.09	0.07	0.08	0.24	0.74	1.33	1.39	0.51	
PF3D7_1132600	PF3D7_1132600.1	68.3	68.3	PRP38A	PF3D7_1132600	30.46	66.78	78.74	86.31	76.72	81.48	100.66	92.93	1.93	3.44	5.07	15.55	49.37	72.69	100.66	43.07	
PF3D7_1132700	PF3D7_1132700.1	15.2	15.2	mRPL2	PF3D7_1132700	1.63	3.69	5.68	6.35	4.3	10.78	14.27	16.59	0.1	0.19	0.37	1.14	2.76	9.62	14.27	7.69	
PF3D7_1132800	PF3D7_1132800.1	88.3	88.3	AQP	PF3D7_1132800	136.79	26.57	13.77	37.28	109.63	146.84	175.91	538.03	8.66	1.37	0.89	6.72	70.55	131	175.91	249.37	
PF3D7_1132900	PF3D7_1132900.1	21.4	21.4	GCVH	PF3D7_1132900	2.53	1.64	7.65	37.81	69.33	72.38	54.27	26.16	0.16	0.08	0.49	6.81	44.62	64.57	54.27	12.13	
PF3D7_1133000	PF3D7_1133000.1	87.2	87.2	N/A	PF3D7_1133000	123.42	34.06	33.82	26.1	20.24	15.3	69	372.48	7.81	1.75	2.18	4.7	13.02	13.65	69	172.64	
PF3D7_1133100	PF3D7_1133100.1	82	82	N/A	PF3D7_1133100	75.19	156.98	174.67	152.25	140.76	106.64	60.54	22.43	4.76	8.08	11.24	27.43	90.59	95.14	60.54	10.39	
PF3D7_1133200	PF3D7_1133200.1	74.2	74.2	N/A	PF3D7_1133200	43.13	17.34	5.84	4.22	30.28	157.25	350.38	331.85	2.73	0.89	0.38	0.76	19.49	140.28	350.38	153.81	
PF3D7_1133300	PF3D7_1133300.1	60.3	60.3	N/A	PF3D7_1133300	19.53	3.03	0.8	0.44	0.68	2.02	14.26	71.64	1.24	0.16	0.05	0.08	0.44	1.8	14.26	33.21	
PF3D7_1133400	PF3D7_1133400.1	98.3	98.3	AMA1	PF3D7_1133400	980.49	272.14	34.41	5.81	1.28	3.46	22.51	94.71	62.06	14.01	2.21	1.05	0.83	3.08	22.51	43.9	
PF3D7_1133500	PF3D7_1133500.1	47.2	47.2	N/A	PF3D7_1133500	10.29	2.98	1.58	1.91	6.04	12.31	13.61	10.51	0.65	0.15	0.1	0.34	3.89	10.98	13.61	4.87	
PF3D7_1133600	PF3D7_1133600.1	36.6	36.6	N/A	PF3D7_1133600	6.04	15.3	18.24	6.26	6.81	11.26	8.99	4.94	0.38	0.79	1.17	1.13	4.38	10.04	8.99	2.29	
PF3D7_1133700	PF3D7_1133700.1	97.7	97.7	N/A	PF3D7_1133700	730.55	2023.04	1994.05	1033.28	205.05	203.85	153.78	79.85	46.24	104.15	128.33	186.19	131.96	181.86	153.78	37.01	
PF3D7_1133800	PF3D7_1133800.1	69.2	69.2	N/A	PF3D7_1133800	32.11	31.59	44.1	58.06	79.76	82.19	111.06	137.31	2.03	1.63	2.84	10.46	51.33	73.33	111.06	63.64	
PF3D7_1133900	PF3D7_1133900.1	67.9	67.9	N/A	PF3D7_1133900	29.69	42.39	47.02	37.28	30.6	51.88	76.3	88.95	1.88	2.18	3.03	6.72	19.69	46.28	76.3	41.23	
PF3D7_1134000	PF3D7_1134000.1	62.7	62.7	HSP70-3	PF3D7_1134000	22.25	101.87	208.56	408.6	1074.14	1173.62	523.23	182.76	1.41	5.24	13.42	73.63	691.25	1047.02	523.23	84.71	
PF3D7_1134100	PF3D7_1134100.1	37.7	37.7	PDI-11	PF3D7_1134100	6.33	3.26	6.48	10.23	22.65	57.13	88.64	99.14	0.4	0.17	0.42	1.84	14.57	50.97	88.64	45.95	
PF3D7_1134200	PF3D7_1134200.1	68.1	68.1	N/A	PF3D7_1134200	30.09	50.22	73.51	65.87	69.69	54.59	36.75	13.43	1.9	2.59	4.73	11.87	44.85	48.7	36.75	6.23	
